AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
A663736,Am̩lie,2013-10-27 14:46:00,Transfer,Partner,Cat,Spayed Female,6 years,Domestic Medium Hair,Calico
A690591,,2014-10-23 12:32:00,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Brown Tabby
A655702,Izzy,2013-10-11 11:29:00,Transfer,Partner,Dog,Spayed Female,2 years,Labrador Retriever/Rottweiler,Black
A699116,Tobi,2015-03-23 16:34:00,Return_to_owner,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Tan/White
A667718,Nina,2013-12-22 16:05:00,Adoption,,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Torbie
A691817,Deacon,2014-11-11 13:58:00,Return_to_owner,,Dog,Neutered Male,4 years,Golden Retriever Mix,Gold/White
A664590,Sesame,2013-10-07 16:59:00,Adoption,,Dog,Spayed Female,3 months,Anatol Shepherd Mix,White
A713051,,2015-10-02 12:36:00,Transfer,Partner,Cat,Unknown,1 weeks,Domestic Shorthair Mix,Brown Tabby
A671189,Janie,2014-02-14 16:13:00,Adoption,Foster,Dog,Spayed Female,1 month,Australian Cattle Dog Mix,Tricolor
A702060,,2015-05-08 17:02:00,Transfer,Partner,Cat,Unknown,1 weeks,Domestic Shorthair Mix,Brown Tabby
A688919,Rosco,2014-09-28 19:06:00,Adoption,,Dog,Neutered Male,2 years,Pit Bull Mix,Cream/White
A676790,,2014-04-18 14:48:00,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Blue Tabby
A709525,Paisley,2015-08-30 16:59:00,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair,Blue Tabby
A667413,Cupcake,2013-11-22 19:05:00,Adoption,,Cat,Spayed Female,6 months,Domestic Medium Hair Mix,Calico
A716137,Beauford,2015-12-12 18:05:00,Adoption,,Dog,Neutered Male,2 years,Labrador Retriever Mix,Chocolate/White
A668048,,2013-12-01 17:28:00,Transfer,Partner,Dog,Spayed Female,4 months,Dachshund/Chihuahua Shorthair,Brown/White
A714972,Dennis,2015-11-29 19:00:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue Tabby
A669477,,2014-01-01 19:01:00,Transfer,Partner,Dog,Intact Female,1 year,Shiba Inu Mix,Tan/White
A699050,Sugars,2015-03-24 14:56:00,Return_to_owner,,Dog,Spayed Female,15 years,Shih Tzu,White/Gray
A720296,,2016-02-12 18:51:00,Transfer,SCRP,Cat,Intact Male,6 years,Domestic Shorthair Mix,Orange Tabby
A701126,,2015-04-24 13:39:00,Euthanasia,Suffering,Cat,Unknown,5 years,Domestic Shorthair Mix,Blue Tabby/White
A698337,Billy Goat,2015-03-16 16:16:00,Transfer,Partner,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black
A641781,Alezea,2015-08-20 18:27:00,Adoption,,Dog,Spayed Female,3 years,Labrador Retriever/Pointer,Chocolate/White
A707462,,2015-07-20 18:22:00,Adoption,,Dog,Spayed Female,5 months,Labrador Retriever/Pit Bull,Black/White
A719899,Max,2016-02-04 18:44:00,Adoption,,Dog,Neutered Male,5 years,Chihuahua Shorthair Mix,Brown
A671150,,2014-01-23 17:08:00,Adoption,,Dog,Neutered Male,1 year,Tibetan Terrier Mix,Black/White
A661838,Roscoe,2013-12-13 15:54:00,Adoption,,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black/White
A666608,Nina,2013-11-06 12:05:00,Return_to_owner,,Cat,Spayed Female,6 years,Domestic Shorthair Mix,Calico
A673004,Tony,2014-04-04 13:14:00,Transfer,Partner,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Black/White
A685816,,2014-08-13 14:08:00,Euthanasia,Suffering,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Tortie
A681966,Maple,2014-08-13 16:31:00,Adoption,Foster,Dog,Spayed Female,1 month,Australian Cattle Dog Mix,White/Brown
A681918,,2014-06-23 09:00:00,Transfer,SCRP,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby
A679640,Petey,2014-05-31 18:38:00,Adoption,,Dog,Neutered Male,2 years,Labrador Retriever Mix,Yellow
A674012,Bill,2014-03-13 18:14:00,Adoption,,Dog,Neutered Male,2 years,Australian Cattle Dog,Blue Merle
A695631,Kiki,2015-01-23 13:28:00,Transfer,Partner,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Brown Tabby/White
A715345,Jordy,2015-11-08 00:00:00,Transfer,Partner,Dog,Intact Male,10 months,Labrador Retriever Mix,Yellow
A696500,Pablito,2015-02-15 12:06:00,Transfer,Partner,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Brown
A717913,Judy,2015-12-23 16:27:00,Adoption,,Dog,Spayed Female,2 months,Labrador Retriever/German Shepherd,Black
A686892,Halie,2014-09-03 17:36:00,Adoption,,Cat,Spayed Female,7 months,Domestic Shorthair Mix,Gray
A702767,,2015-05-17 18:48:00,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Brown Tabby/White
A711067,Cusca,2015-09-04 13:41:00,Adoption,,Dog,Spayed Female,3 years,Chihuahua Shorthair,Tricolor
A666732,Egypt,2013-11-16 12:01:00,Adoption,,Dog,Neutered Male,2 months,Pointer Mix,Black/White
A678082,Chuli,2014-05-16 11:37:00,Return_to_owner,,Dog,Spayed Female,2 years,German Shepherd Mix,Sable
A682723,Madeline,2014-07-10 12:48:00,Adoption,,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Brown Brindle/White
A333659,Tyoma,2013-10-27 19:17:00,Return_to_owner,,Dog,Neutered Male,9 years,Cocker Spaniel Mix,Red/Black
A679594,Cocoa,2014-07-02 13:18:00,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black
A686783,,2014-09-06 09:00:00,Transfer,SCRP,Cat,Neutered Male,4 years,Domestic Longhair Mix,Black
A678824,,2014-05-13 08:00:00,Transfer,SCRP,Cat,Intact Male,2 years,Domestic Shorthair Mix,Brown Tabby/White
A682431,,2014-06-27 16:32:00,Euthanasia,Suffering,Cat,Unknown,3 months,Domestic Shorthair Mix,Gray Tabby
A675249,,2014-03-26 15:54:00,Transfer,SCRP,Cat,Intact Female,10 months,Domestic Shorthair Mix,Brown Tabby/White
A711731,,2015-09-11 00:00:00,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Brown Tabby/White
A686113,,2014-08-20 14:06:00,Transfer,Partner,Dog,Intact Male,3 weeks,Australian Kelpie Mix,Sable
A684634,Mila,2014-08-23 16:41:00,Adoption,,Dog,Spayed Female,1 year,Australian Cattle Dog/Labrador Retriever,Chocolate/Red Tick
A672286,Shelley,2014-02-14 14:27:00,Adoption,,Cat,Neutered Male,10 years,Domestic Shorthair Mix,Orange Tabby
A663918,Maggie,2013-10-15 13:07:00,Transfer,Partner,Cat,Spayed Female,8 years,Domestic Longhair Mix,Black/White
A709866,Nala,2015-08-25 11:17:00,Return_to_owner,,Dog,Intact Female,1 year,Labrador Retriever Mix,Tan
A666924,Elizabeth,2013-11-12 17:13:00,Return_to_owner,,Dog,Spayed Female,6 years,Border Collie Mix,White/Black
A680434,Buster,2014-06-24 16:37:00,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby/White
A676182,Paris,2014-04-07 13:01:00,Return_to_owner,,Dog,Spayed Female,5 years,Bichon Frise,White
A704572,Marty,2015-07-14 13:38:00,Transfer,Partner,Cat,Intact Male,3 months,Domestic Shorthair Mix,Brown Tabby
A664062,Faxon,2013-10-05 13:51:00,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Black
A718558,Rocko,2016-01-04 15:39:00,Return_to_owner,,Dog,Neutered Male,8 years,Lhasa Apso Mix,Black/White
A698801,Azul,2015-03-28 11:26:00,Return_to_owner,,Dog,Neutered Male,1 year,Pit Bull Mix,Blue/White
A718067,Sandy,2016-01-15 10:26:00,Transfer,Partner,Dog,Intact Female,3 years,Pit Bull Mix,Brown/White
A707497,Abby,2015-08-06 14:44:00,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Blue Tabby/White
A694639,Haze,2015-01-01 15:29:00,Transfer,Partner,Dog,Intact Male,1 year,Pit Bull Mix,Brown/White
A696415,,2015-02-08 17:08:00,Adoption,,Dog,Spayed Female,6 months,Jack Russell Terrier Mix,White/Brown
A662227,Austin,2014-08-05 08:46:00,Adoption,Foster,Cat,Spayed Female,10 years,Domestic Shorthair Mix,Calico
A698790,Lola,2015-03-19 13:28:00,Return_to_owner,,Dog,Spayed Female,2 years,Pit Bull Mix,Tan/White
A674648,,2014-03-16 16:05:00,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Black
A649059,Mira,2014-02-20 15:44:00,Return_to_owner,,Dog,Spayed Female,1 year,Pit Bull Mix,Black/White
A704832,Kitty,2015-08-29 19:24:00,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Calico
A674469,Diamond,2014-03-25 17:15:00,Return_to_owner,,Dog,Intact Female,1 year,Pit Bull Mix,Blue/White
A687132,Benz,2014-09-04 18:34:00,Return_to_owner,,Dog,Neutered Male,2 years,German Shepherd,Brown/Black
A686682,Cass,2014-08-25 18:01:00,Return_to_owner,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,White/Blue Tabby
A694805,Diamond,2015-02-21 16:57:00,Adoption,,Dog,Spayed Female,1 year,Pit Bull Mix,Tan/White
A701589,,2015-05-02 16:25:00,Return_to_owner,,Dog,Intact Female,2 years,Boston Terrier Mix,Black/White
A481727,Brodie,2015-04-08 14:53:00,Return_to_owner,,Dog,Neutered Male,8 years,Labrador Retriever Mix,Tan/White
A718220,Capper,2015-12-30 15:50:00,Adoption,,Dog,Neutered Male,7 years,Labrador Retriever Mix,Yellow
A691774,Bella,2014-12-30 07:36:00,Adoption,Foster,Cat,Spayed Female,12 years,Maine Coon Mix,Brown Tabby
A705220,Sasha,2015-06-15 11:43:00,Return_to_owner,,Dog,Intact Female,4 years,German Shepherd,Black/Brown
A704401,Jenny Lind,2015-07-04 10:29:00,Transfer,Partner,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico
A681728,Byron,2014-10-19 18:20:00,Adoption,,Dog,Neutered Male,4 years,American Staffordshire Terrier Mix,Black/White
A661698,,2013-10-20 12:27:00,Transfer,Partner,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Brown Tabby
A681220,Bitsie,2014-06-27 09:04:00,Adoption,Foster,Dog,Spayed Female,3 years,Whippet/Shetland Sheepdog,Tricolor
A684278,,2014-07-25 16:50:00,Transfer,Partner,Cat,Intact Male,1 weeks,Manx Mix,Orange Tabby/White
A678251,Squeak,2014-05-17 16:35:00,Adoption,,Dog,Neutered Male,4 years,Chihuahua Shorthair Mix,Tricolor
A715732,Jess,2015-11-27 12:43:00,Adoption,,Cat,Neutered Male,3 months,Domestic Medium Hair Mix,Orange/White
A705920,Dancer,2015-11-26 09:50:00,Adoption,Foster,Dog,Spayed Female,1 year,Pit Bull/Labrador Retriever,Black/White
A711174,,2015-09-03 19:10:00,Transfer,Partner,Cat,Intact Male,1 year,Domestic Shorthair Mix,Black
A688879,Cotton,2014-09-28 14:29:00,Transfer,Partner,Cat,Intact Female,1 month,Snowshoe Mix,Seal Point
A688543,Ernie,2014-09-24 14:59:00,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black
A667021,,2013-11-12 14:10:00,Transfer,SCRP,Cat,Intact Female,6 months,Domestic Shorthair Mix,Brown Tabby/White
A703273,Brynden,2015-07-23 11:11:00,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby/White
A675146,Desmo,2014-03-28 18:28:00,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Brown Tabby
A677330,Millie,2014-08-04 11:28:00,Transfer,Partner,Dog,Spayed Female,2 years,Pit Bull Mix,White/Tan
A716594,Gidget,2015-12-23 17:59:00,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black
A701098,Rocco,2015-04-29 14:17:00,Transfer,Partner,Dog,Intact Male,2 years,Dachshund Longhair,Red/White
A677450,Gizmo,2014-05-22 18:32:00,Died,In Kennel,Dog,Neutered Male,2 years,Chow Chow/Basset Hound,Brown
A683260,X,2014-07-18 13:01:00,Transfer,Partner,Dog,Spayed Female,6 years,Australian Cattle Dog Mix,Blue Merle
A685155,Scooby,2014-08-11 15:17:00,Transfer,Partner,Dog,Neutered Male,1 year,Dachshund Mix,Sable/Tan
A668350,,2013-12-04 17:29:00,Transfer,Partner,Dog,Intact Female,1 month,Australian Shepherd Mix,Black/Tricolor
A675517,Sophie,2014-05-16 19:02:00,Adoption,Foster,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black/White
A666265,Murphy,2013-11-04 15:49:00,Transfer,Partner,Dog,Intact Male,2 months,Australian Cattle Dog Mix,Red Merle
A666937,,2013-11-17 17:17:00,Transfer,Partner,Dog,Intact Female,2 months,Pit Bull Mix,Fawn/White
A704805,,2015-06-09 15:54:00,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Brown Tabby
A686306,,2014-08-20 09:00:00,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Medium Hair Mix,Blue/White
A694637,Cruiser,2015-02-12 13:47:00,Transfer,Partner,Dog,Neutered Male,6 years,German Shepherd,Black/Brown
A715827,Peewee,2015-11-13 17:04:00,Return_to_owner,,Dog,Neutered Male,1 year,Yorkshire Terrier Mix,Silver
A674675,,2014-03-16 18:16:00,Transfer,Partner,Cat,Intact Female,1 weeks,Domestic Shorthair Mix,Brown Tabby
A694891,,2015-01-10 17:31:00,Adoption,,Dog,Spayed Female,2 months,German Shepherd Mix,Brown/White
A653964,Cujo,2015-06-17 18:24:00,Return_to_owner,,Dog,Neutered Male,9 years,Australian Shepherd Mix,Red/White
A689812,Maple,2014-10-13 18:10:00,Adoption,,Dog,Spayed Female,3 months,Dachshund/Chihuahua Shorthair,Brown
A711802,,2015-09-12 14:29:00,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Brown Tabby
A674110,Buddy,2014-03-15 15:34:00,Adoption,,Dog,Neutered Male,8 years,Labrador Retriever Mix,Yellow
A692236,Samantha,2014-12-11 17:13:00,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Orange Tabby/White
A685349,Xochitl,2014-08-07 18:51:00,Return_to_owner,,Dog,Intact Female,3 years,Vizsla/Rhod Ridgeback,Tan/White
A557678,Wendy,2015-05-10 14:35:00,Transfer,Partner,Dog,Spayed Female,8 years,Chihuahua Shorthair Mix,White/Tan
A696301,Tuna,2015-02-16 11:53:00,Adoption,,Cat,Neutered Male,1 month,Domestic Medium Hair Mix,Black
A691807,Sheba,2014-12-04 17:20:00,Transfer,Partner,Dog,Spayed Female,5 years,Flat Coat Retriever Mix,Black/White
A677074,,2014-04-23 17:45:00,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Orange Tabby/White
A689189,Charlie,2014-10-02 18:42:00,Return_to_owner,,Dog,Neutered Male,2 years,Chihuahua Shorthair,Brown/White
A705055,Maggie,2015-09-21 18:14:00,Adoption,,Dog,Spayed Female,2 years,Pit Bull/Plott Hound,Brown Brindle/White
A683021,Pumpkin,2014-07-30 18:50:00,Adoption,,Dog,Spayed Female,3 years,Staffordshire/English Bulldog,Brown Brindle
A705272,,2015-06-17 12:45:00,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair,Blue/White
A665387,,2013-10-17 13:32:00,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Tortie
A702289,,2015-05-11 18:54:00,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Black
A681027,Winkie,2014-10-09 11:22:00,Return_to_owner,,Dog,Spayed Female,4 years,Chihuahua Shorthair Mix,Black/White
A694981,,2015-01-12 13:16:00,Adoption,,Dog,Spayed Female,3 months,Labrador Retriever Mix,Black/White
A490776,Buddy,2014-05-11 15:54:00,Return_to_owner,,Dog,Neutered Male,8 years,Miniature Schnauzer Mix,Silver/Brown
A682447,,2014-06-28 12:14:00,Euthanasia,Suffering,Cat,Intact Female,3 months,Domestic Shorthair Mix,Calico
A694248,,2014-12-28 14:09:00,Adoption,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,White/Brown
A583757,Slash,2014-08-04 11:39:00,Return_to_owner,,Dog,Neutered Male,8 years,Labrador Retriever,Black
A661519,Kingsley,2013-10-11 15:15:00,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Brown Tabby
A697322,Ralph,2015-02-28 17:25:00,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Orange Tabby/White
A688690,,2014-09-26 18:43:00,Transfer,Partner,Dog,Spayed Female,7 years,Cocker Spaniel Mix,Black/White
A665238,,2013-10-15 16:11:00,Transfer,Partner,Dog,Intact Male,1 month,Australian Kelpie Mix,Sable/White
A615770,Stanley,2013-10-11 17:38:00,Adoption,,Dog,Neutered Male,2 years,Pointer Mix,Tan/White
A682212,Izzy,2014-06-25 15:44:00,Return_to_owner,,Dog,Spayed Female,3 years,West Highland,White
A717284,Fig,2016-01-28 14:51:00,Adoption,,Dog,Spayed Female,2 years,Pit Bull Mix,Brown
A708741,Kit Kat,2015-11-30 00:00:00,Transfer,Partner,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Black/White
A680245,Collaway,2014-06-03 18:26:00,Adoption,,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Black
A662550,Nemo,2013-11-11 17:06:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A684104,,2014-07-20 16:25:00,Adoption,,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black/White
A700566,Lyric,2015-07-22 09:16:00,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Blue Tabby
A641459,Leia,2014-02-08 17:29:00,Adoption,,Dog,Spayed Female,2 years,German Shepherd Mix,Brown/Black
A689400,Brutus,2014-10-05 17:46:00,Return_to_owner,,Dog,Neutered Male,6 years,Beagle Mix,Tricolor
A709503,,2015-08-11 09:00:00,Transfer,SCRP,Cat,Intact Female,5 months,Domestic Shorthair Mix,White/Black
A666618,Tater Tot,2013-11-08 13:58:00,Transfer,Partner,Dog,Spayed Female,1 year,Shih Tzu/Maltese,White
A702430,Tony,2015-05-25 17:05:00,Adoption,,Dog,Neutered Male,3 months,Chihuahua Shorthair Mix,Brown
A687092,Albert,2014-09-26 16:27:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A659036,Red,2013-10-14 14:11:00,Transfer,Partner,Dog,Neutered Male,6 years,Labrador Retriever Mix,Chocolate
A674098,Reggie,2014-03-10 18:44:00,Return_to_owner,,Dog,Neutered Male,2 years,Cairn Terrier Mix,Buff
A680157,,2014-09-05 18:13:00,Adoption,,Dog,Spayed Female,1 year,American Pit Bull Terrier Mix,Black/White
A680248,Reno,2014-08-28 12:37:00,Adoption,Foster,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Orange Tabby
A688433,Cafe,2014-11-12 15:00:00,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby
A669208,,2013-12-21 18:28:00,Adoption,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Buff/White
A668184,Pecas,2016-02-03 12:17:00,Return_to_owner,,Dog,Spayed Female,4 years,Cardigan Welsh Corgi Mix,Black/White
A688402,Elijah,2014-09-27 17:02:00,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black/White
A685365,Nick,2014-08-22 17:38:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White
A716147,Penny,2015-11-19 17:40:00,Adoption,,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Brown/White
A675549,Marco,2014-04-08 15:29:00,Transfer,Partner,Dog,Neutered Male,4 years,Chihuahua Shorthair Mix,White/Brown
A694895,,2015-01-08 12:37:00,Return_to_owner,,Dog,Intact Male,2 weeks,Pit Bull Mix,Black/White
A668749,Danny,2014-01-10 13:42:00,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Gray Tabby
A704022,,2015-05-31 17:12:00,Transfer,Partner,Cat,Unknown,3 days,Domestic Shorthair Mix,Black
A539561,William,2015-07-01 16:33:00,Transfer,Partner,Dog,Neutered Male,9 years,Pug,Fawn/Black
A674460,,2014-03-13 14:58:00,Transfer,Partner,Dog,Intact Female,5 days,Pit Bull Mix,Sable/White
A699211,,2015-03-29 12:46:00,Adoption,,Dog,Neutered Male,3 months,Labrador Retriever Mix,Black/White
A681344,Maria,2014-08-21 14:24:00,Transfer,Partner,Cat,Spayed Female,2 years,Domestic Shorthair/Siamese,Brown Tabby/White
A707517,Flack,2015-08-25 14:43:00,Return_to_owner,,Dog,Neutered Male,7 years,Chihuahua Shorthair Mix,Black/White
A703073,,2015-05-21 15:45:00,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Calico
A706310,Zora,2015-06-27 13:37:00,Euthanasia,Suffering,Cat,Intact Female,16 years,Domestic Shorthair Mix,Black/White
A669976,Olive,2014-01-04 13:27:00,Transfer,Partner,Dog,Spayed Female,4 years,Labrador Retriever Mix,Black
A672148,Gabby,2014-02-13 18:54:00,Adoption,,Cat,Spayed Female,15 years,Persian Mix,Orange Tabby/White
A697006,Scout,2015-02-16 19:08:00,Return_to_owner,,Cat,Intact Female,2 years,Domestic Medium Hair Mix,Black/White
A704952,Tommy,2015-08-11 00:00:00,Transfer,Partner,Cat,Neutered Male,3 months,Domestic Medium Hair Mix,Brown Tabby
A691702,,2014-11-10 12:08:00,Euthanasia,Suffering,Cat,Unknown,5 months,Domestic Shorthair Mix,Black
A692448,Lacy,2015-03-07 17:26:00,Adoption,,Dog,Spayed Female,1 year,Pit Bull,Black/White
A707968,Bailey,2015-08-07 17:37:00,Adoption,,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Black/Brown
A670013,Bandit,2014-01-03 11:05:00,Return_to_owner,,Dog,Spayed Female,2 years,Catahoula/Alaskan Husky,Tan/White
A695018,Peanut,2015-01-17 15:52:00,Adoption,,Dog,Neutered Male,2 years,Labrador Retriever Mix,Black/Brown
A718291,Tim,2016-01-02 18:37:00,Adoption,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,White/Tan
A716979,Mirinda,2015-12-20 00:00:00,Transfer,Partner,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby
A702973,,2015-05-19 18:49:00,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Black/White
A590957,Harley,2013-12-19 13:07:00,Return_to_owner,,Dog,Neutered Male,4 years,Chihuahua Shorthair Mix,Blue
A675171,Bentley,2014-03-28 16:42:00,Return_to_owner,,Dog,Neutered Male,2 years,Miniature Pinscher,Black/Tan
A667009,Michaelangel,2013-11-27 13:19:00,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue
A698402,Sunny,2015-04-10 16:33:00,Transfer,Partner,Dog,Spayed Female,5 years,Australian Cattle Dog Mix,White/Red
A692153,Joannie,2014-11-20 12:36:00,Transfer,Partner,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Torbie
A695214,Penelope,2015-01-18 12:02:00,Adoption,,Dog,Spayed Female,8 years,Chihuahua Shorthair Mix,Buff/Tan
A682306,Outlaw,2014-06-27 16:17:00,Return_to_owner,,Dog,Neutered Male,5 years,American Staffordshire Terrier Mix,Tan
A696666,Clint,2015-02-19 14:58:00,Transfer,Partner,Dog,Neutered Male,10 months,Flat Coat Retriever Mix,Black
A611496,Mocha,2015-10-11 17:07:00,Transfer,Partner,Dog,Spayed Female,9 years,Beagle Mix,Tan/White
A675175,Olive,2014-04-15 11:34:00,Adoption,,Dog,Spayed Female,2 months,Border Collie Mix,Black/White
A710577,,2015-08-24 18:58:00,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Calico
A676724,,2014-04-14 15:02:00,Euthanasia,Suffering,Cat,Intact Male,14 years,Siamese Mix,White/Lynx Point
A643862,Brownie,2015-10-30 16:27:00,Return_to_owner,,Dog,Neutered Male,5 years,Beagle/Australian Cattle Dog,Red Tick/Brown
A698544,,2015-03-14 09:00:00,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Brown Tabby
A692556,Capone,2014-11-30 13:11:00,Return_to_owner,,Dog,Intact Male,4 years,Pit Bull Mix,Fawn/White
A701744,Blaze,2015-05-05 18:01:00,Return_to_owner,,Dog,Neutered Male,3 years,Labrador Retriever Mix,Black/White
A673580,,2014-02-27 11:18:00,Transfer,Partner,Dog,Intact Female,2 months,Chihuahua Shorthair Mix,Brown/White
A701272,Ingrid,2015-05-01 12:38:00,Transfer,Partner,Dog,Spayed Female,7 months,Anatol Shepherd Mix,Tan
A686270,,2014-08-22 14:00:00,Return_to_owner,,Cat,Intact Female,2 months,Domestic Medium Hair Mix,White/Orange
A716774,Frick,2015-11-25 11:49:00,Return_to_owner,,Dog,Neutered Male,3 years,Pit Bull Mix,Red/White
A716224,Skylos,2015-11-17 16:45:00,Return_to_owner,,Dog,Neutered Male,12 years,Australian Shepherd Mix,Brown/Red Tick
A664338,J,2013-12-24 15:16:00,Transfer,Partner,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Black
A596406,Phany,2016-01-07 14:04:00,Adoption,,Dog,Spayed Female,4 years,Labrador Retriever,Black
A718991,Snickers,2016-01-16 19:14:00,Adoption,,Dog,Neutered Male,1 year,Miniature Poodle Mix,White/Brown
A693377,Jessie,2014-12-13 16:20:00,Adoption,,Cat,Spayed Female,7 months,Domestic Shorthair Mix,Blue Tabby
A693505,Frisco,2014-12-16 13:27:00,Transfer,Partner,Dog,Spayed Female,7 months,Border Collie/Basenji,Black/White
A687919,,2014-09-19 09:01:00,Euthanasia,Suffering,Cat,Intact Female,1 month,Domestic Longhair Mix,Black
A646858,Peluche,2014-01-06 13:48:00,Transfer,Partner,Dog,Neutered Male,1 year,Siberian Husky,Gray/White
A709511,Toad,2015-11-13 14:00:00,Adoption,Foster,Cat,Neutered Male,4 months,Domestic Medium Hair Mix,White/Black
A679631,Callie,2014-07-14 18:08:00,Euthanasia,Suffering,Cat,Spayed Female,12 years,Domestic Longhair Mix,Tortie
A711389,,2015-09-06 15:30:00,Transfer,Partner,Cat,Unknown,2 weeks,Siamese Mix,Tortie Point
A714636,Matisse,2015-10-27 09:00:00,Transfer,SCRP,Cat,Intact Male,2 years,Domestic Medium Hair Mix,White
A700991,Xbox,2015-07-24 18:39:00,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Brown Tabby
A711594,,2015-09-13 16:36:00,Transfer,Partner,Dog,Intact Male,2 months,Yorkshire Terrier/Chihuahua Longhair,Gray
A695070,David,2015-01-12 00:00:00,Return_to_owner,,Cat,Neutered Male,1 year,Russian Blue Mix,Blue
A713868,Miss,2015-11-04 10:36:00,Transfer,Partner,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby/White
A701119,,2015-05-09 11:57:00,Transfer,Partner,Dog,Intact Male,2 weeks,Yorkshire Terrier/Rat Terrier,Tricolor
A687923,Jester,2014-09-30 15:36:00,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Blue
A368930,,2014-06-13 15:52:00,Transfer,Partner,Dog,Spayed Female,10 years,Boston Terrier,Brown Brindle/White
